title,link,qualified
Full Stack Developer,https://www.jobstreet.co.id/id/job/full-stack-developer-3818731?jobId=jobstreet-id-job-3818731&sectionRank=2142&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Work with developers to design algorithms and flowcharts', 'Produce clean, efficient code based on specifications', 'Integrate software components and third-party programs', 'Verify and deploy programs and systems', 'Troubleshoot, debug and upgrade existing software', 'Gather and evaluate user feedback', 'Responsible for creation of all coded Front-end deliverables', 'Responsible for architecting and defining the Front-end framework to solve complex designs and interactions that reflect the creative and art direction provide', 'Recommend and execute improvements', 'Create technical documentation for reference and reporting', 'Participates in developing supporting proposal materials for projects', 'Having fundamental understanding of the creative aesthetic to implement technically across a variety of platforms and frameworks', 'Participates in scoping and planning work']"
Senior Web Development,https://www.jobstreet.co.id/id/job/senior-web-development-3817006?jobId=jobstreet-id-job-3817006&sectionRank=2143&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['BPJS Kesehatan', 'BPJS Ketenagakerjaan', 'Kerja remote jarak jauh']"
Data Warehouse Engineer,https://www.jobstreet.co.id/id/job/data-warehouse-engineer-3817475?jobId=jobstreet-id-job-3817475&sectionRank=2144&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"[""Candidate must possess at least a Bachelor's Degree, Computer Science/Information Technology or equivalent."", 'Data Engineering/Architecture experience for minimum 4 years .', 'Hands On data warehousing, and\xa0Experience of SQL Server, MySQL, Postgress,\xa0NoSQL.', 'Having knowledge On Big Data technologies (Hadoop, Spark, Apache).', 'Hands on experience with data modeling and building data marts.', 'Hands On using javascript.']"
Web Developer & SEO,https://www.jobstreet.co.id/id/job/web-developer-seo-3817104?jobId=jobstreet-id-job-3817104&sectionRank=2145&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Ensuring that website design, layout, and coding is optimized for search\xa0\xa0\xa0', 'Analyze data to identify trends in the web space', 'Make changes to the web codes in order to improve website position', 'Track and analyze website analytics', 'Analyze the performance of current SEO strategies', 'Offer solutions for strategy improvement', 'Identify deficiencies and bugs', 'Work with editorial and marketing teams']"
IT Data Warehouse Architect,https://www.jobstreet.co.id/id/job/it-data-warehouse-architect-3814142?jobId=jobstreet-id-job-3814142&sectionRank=2146&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Design and Build Data Warehouse Architecture for all Business Entities under MODENA with modern and up-to-date data architecture.', 'Maintain Internal and External Data Structure with continuously to support business requirements.', 'Implement High Scalability Enterprise Data Warehouse to support business growth and expansion.', 'Design Data Models, define both logical and physical models.', 'Perform Queries and Analysis and often contain large amounts of historical data.', 'Create Standard Dashboard and Report using BI Tools to be consumed by stakeholders for business information and decision analysis']"
Odoo Developer,https://www.jobstreet.co.id/id/job/odoo-developer-3836651?jobId=jobstreet-id-job-3836651&sectionRank=2147&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Coordinating with development teams to determine application requirements.', 'Writing scalable code using Odoo Framework', 'Testing and debugging applications.', 'Analyze, design and optimize database structure.', 'Developing back-end components.', 'Integrating user-facing elements using server-side logic.', 'Assessing and prioritizing client feature requests.', 'Integrating data storage solutions.', 'Coordinating with front-end developers.', 'Reprogramming existing databases to improve functionality.']"
PHP Developer,https://www.jobstreet.co.id/id/job/php-developer-3818032?jobId=jobstreet-id-job-3818032&sectionRank=2148&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Kemudahan Dalam Beribadah', 'Lingkungan Tempat Kerja yang Nyaman', 'Mentoring Dengan Metode Tonjoo']"
Software Developer  – Senior Level,https://www.jobstreet.co.id/id/job/software-developer-senior-level-3834605?jobId=jobstreet-id-job-3834605&sectionRank=2149&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Passionate & Energetic Work Culture', 'Employee Development Opportunities', 'Good and friendly working environment']"
Java Developer (Remote),https://www.jobstreet.co.id/id/job/java-developer-remote-3836714?jobId=jobstreet-id-job-3836714&sectionRank=2150&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Total Experience Required 2 - 5 Years.', 'Hands-on experience with Java, ReactJS, Vue.js.', 'Experience of working agile process management methodology.', 'Exposure to Lean/XP practices (TDD, Pair Programming, Continuous Integration/Delivery for back-end).', 'Quick learner, problem solver and implement solutions with guidance.', 'Experience working in Agile Software development.', 'Have hands-on experience in micro service architecture.', 'Fresh graduates with great algorithm skills are welcome to apply.']"
Artificial Intelligence (AI) Specialist,https://www.jobstreet.co.id/id/job/artificial-intelligence-ai-specialist-3817002?jobId=jobstreet-id-job-3817002&sectionRank=2151&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Helping clients reimagine how they serve their connected customers and operate enterprises.', 'Helping to shape our AI strategy and showcasing the potential for AI through early-stage solutions.', 'Manage and direct research and development (R&D) and processes to meet the needs of our AI strategy', 'Understand company and client challenges and how integrating AI capabilities can help create solutions', 'Lead cross-functional teams to identify and prioritize key areas of the partner’s business where AI solutions can drive significant business benefit', 'Analyze and explain AI and machine learning (ML) solutions while setting and maintaining high ethical standards', 'Advise C-suite and business leaders on a broad range of technology, strategy, and policy issues associated with AI', 'Work on functional design, process design (including scenario design, flow mapping), prototyping, testing, training, and defining support procedures, working with an advanced engineering team and executive leadership', 'Document and articulate solution architecture and lessons learned for each exploration and accelerated incubation', 'Manage a team to conduct assessments of the AI and automation market and competitive landscape', 'Serve as liaison between stakeholders and project teams, delivering feedback and enabling them to make necessary changes to product performance or presentation']"
Business Intelligence Developer E-Commerce,https://www.jobstreet.co.id/id/job/business-intelligence-developer-e-commerce-3835135?jobId=jobstreet-id-job-3835135&sectionRank=2152&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Minimal 2 years experience in Data Science field', 'Experience building complex report in modern data visualization, with not limited to Metabase, Power BI', 'Knowledge of Python or R would be an advantage', 'Experience with embedded analytics', 'Strong analytical and reporting skill to present insights concisely', 'Strong sense with security protocols', 'Ability to communicate well with technical and non-technical users.', 'Excellent in written and oral communication skills', 'Fast learner', 'Self motivated and able to work independently', 'Passionate/enthusiastic with data driven business decision', 'Capable of prioritizing multiple projects while still achieving deadlines', 'Detail-oriented person who is passionate about quality and enthusiastic about new technology']"
Network Engineer CCNP,https://www.jobstreet.co.id/id/job/network-engineer-ccnp-3815927?jobId=jobstreet-id-job-3815927&sectionRank=2153&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Candidate must possess Bachelor Degree', 'At least 1-2 year(s) of working experience in the related field is required for this position', 'At least experience in banking industries', 'Memiliki sertifikat CCNP R/S yang masih valid', 'Strong IT skills, comfortable with computer based tools, processes and workflows', 'Have CCNP International Certified (is a must)', 'Understand clearly Router & Networking (Cisco product)', 'Expertise in routing and switching as well as Firewall operation (e.g. cisco router/switches, Fortinet, Cisco ASDM, etc.)', 'Highly self motivated with a confident, “do the right thing” attitude', 'Able to work independently or as part of a team', 'Able to communicate in english (is a plus)']"
IT Support,https://www.jobstreet.co.id/id/job/it-support-3830831?jobId=jobstreet-id-job-3830831&sectionRank=2154&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Installing and configuring computer hardware, software, systems, network, printer', 'Providing technical support across the company (via phone or in person)', 'Responding in timely manner to service issue and request', 'Diagnose and troubleshooting technical hardware and software issues', 'Identify and escalate situations requiring urgent attention', 'Advice user on appropriate action ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'Setting up accounts for new users ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'Assist GA to give recommendation on laptop purchasing and other technological devices', 'Preparing and replacing equipment as necessary', 'Maintain records of assets especially laptop, pc, mouse and etc ·', 'Ability to develop and maintain website is a plus ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'Testing new technology', 'Plan, build and maintain application based on business need , provide ready solution for user based on business need, support in house application and ensure business requirement for IT documented properly', 'Manage software upgrade, changes and updates ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'Prepare activity report']"
Android Developer,https://www.jobstreet.co.id/id/job/android-developer-3818909?jobId=jobstreet-id-job-3818909&sectionRank=2155&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['\n\tCashlez is the first company in Indonesia to locally develop a host of payment solutions which include a fully certified card-present payment gateway and merchant centric reporting tools.\n\n\tThe mission is to quickly but steadily evolve to provide merchants with a true omni-channel gateway which includes Cashlez card-present\xa0 (EDC & mPOS) and Cashlez ecommerce payment services with Open API support for non-competiting payment solutions powered by mobile, ewallet and social media.\n\n\tThe chance to shape the payment landscape here in Indonesia, is now.\n\n\tTalk to us. Work with us. Partner with us.']"
Programmer (PRG-ITD),https://www.jobstreet.co.id/id/job/programmer-prg-itd-3834855?jobId=jobstreet-id-job-3834855&sectionRank=2156&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Apply industry best practices to design, develop, test, deploy, support and maintain complex applications in clean and efficient code based on business requirements using approved technologies and coding standards.', 'Enhance and support frontend and backend applications.', 'Assist in project planning and architectural design reviews.', 'Mentor other developers on programming issues.', 'collaborate with all members to ensure consistency in processes and completion of build high quality, fault tolerant systems and products.', 'Exhibit leadership in cross-functional development practices.', 'Perform design and code reviews and help maintain code quality, performance and application responsiveness.']"
Back End Developer,https://www.jobstreet.co.id/id/job/back-end-developer-3817397?jobId=jobstreet-id-job-3817397&sectionRank=2157&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Great Working Environment', 'Good Salary & Benefit', 'Great Career Advancement']"
BPR IT Consultant,https://www.jobstreet.co.id/id/job/bpr-it-consultant-3817101?jobId=jobstreet-id-job-3817101&sectionRank=2158&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Uniqueness: Experience real business transformation', 'Real Partner: Real People, Real Solutions and Real Results', 'Global network: International exposure']"
Anaplan Solution Architect,https://www.jobstreet.co.id/id/job/anaplan-solution-architect-3817406?jobId=jobstreet-id-job-3817406&sectionRank=2159&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['Translate functional requirements/user stories and business problems into sophisticated Anaplan multi-dimensional models.', 'Translate user flows requirements/ user stories into usable Anaplan UX applications', 'Implement configurability requirements of the Solution, into the Anaplan Configurator tool, and help evolve the configurator.', 'Architect and lead the engineering of Anaplan models, UX and integrations as part of a connected solution, in a scalable, usable, fully functional, and easily deployable and configurable manner.', 'Lead other model builders in the team, in the implementation of the solution, and contribute yourself to the model building activities', 'Provide detailed and concrete requirements to the Platform Product team, to help them building the core functionality that is needed to engineer pre-packaged Solutions.', 'Contribute to early adopter programs for new solutions', 'Develop solution documentation', 'Contribute to Solution rollout and Go to Market activities with product managers and Product marketing teams']"
BackEnd Engineer,https://www.jobstreet.co.id/id/job/backend-engineer-3817720?jobId=jobstreet-id-job-3817720&sectionRank=2160&token=0~203eb087-4070-426b-b7cf-2767868849d7&fr=SRP%20Job%20Listing,"['International company environment', 'Work life balance', 'Competitive benefit package']"
IT STAFF,https://www.jobstreet.co.id/id/job/it-staff-3829287?jobId=jobstreet-id-job-3829287&sectionRank=2161&token=0~32f83547-907e-4988-9ee0-eb19232d7d83&fr=SRP%20Job%20Listing,"['S1 Teknik Informatika / Sistem Informasi / Teknik Komputer;', 'IPK minimum 3.00;', 'Pengalaman 1 tahun ( fresh graduate dapat melamar );', 'Menguasai operasional jaringan komputer WAN, LAN, WIFI;', 'Memahami operasional firewall, router, core-switch, edge-switch, bandwidth manajemen;', 'Memahami operasional dan penanganan server berbasis Windows dan Linux termasuk mailserver, fileserver, printserver;', 'Menguasai operasional komputer kantor dan komponen baik hardware maupun software;', 'Menguasai aplikasi Microsoft Office dan aplikasi lainnya serta mampu menyelesaikan berbagai permasalahan yang muncul dalam operasional kerja sehari-hari;', 'Dapat bekerja dalam team maupun mandiri, cekatan, komunikatif;']"
IT Quality Assurance,https://www.jobstreet.co.id/id/job/it-quality-assurance-3833258?jobId=jobstreet-id-job-3833258&sectionRank=2162&token=0~32f83547-907e-4988-9ee0-eb19232d7d83&fr=SRP%20Job%20Listing,[]
Senior Java Developer,https://www.jobstreet.co.id/id/job/senior-java-developer-3804504?jobId=jobstreet-id-job-3804504&sectionRank=2163&token=0~32f83547-907e-4988-9ee0-eb19232d7d83&fr=SRP%20Job%20Listing,[]
UI/UX Designer,https://www.jobstreet.co.id/id/job/ui-ux-designer-3834847?jobId=jobstreet-id-job-3834847&sectionRank=2164&token=0~32f83547-907e-4988-9ee0-eb19232d7d83&fr=SRP%20Job%20Listing,[]
